file_name, text
81.png,"{""nodes"": [{""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""START""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""READ""}, {""id"": ""3"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""M=1\nF=1""}, {""id"": ""4"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""F=F*M""}, {""id"": ""5"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""M=N?""}, {""id"": ""6"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""M=M+1""}, {""id"": ""7"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""PRINT""}, {""id"": ""8"", ""type_of_node"": ""terminator"", ""shape"": ""end_event"", ""label"": ""END""}], ""edges"": [{""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""START"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""READ"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""READ"", ""target"": ""3"", ""target_type"": ""process"", ""target_label"": ""M=1\nF=1"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""process"", ""source_label"": ""M=1\nF=1"", ""target"": ""4"", ""target_type"": ""process"", ""target_label"": ""F=F*M"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""4"", ""source_type"": ""process"", ""source_label"": ""F=F*M"", ""target"": ""5"", ""target_type"": ""decision"", ""target_label"": ""M=N?"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""5"", ""source_type"": ""decision"", ""source_label"": ""M=N?"", ""target"": ""6"", ""target_type"": ""process"", ""target_label"": ""M=M+1"", ""type_of_edge"": ""solid"", ""relationship_value"": ""NO"", ""relationship_type"": ""branches""}, {""source"": ""6"", ""source_type"": ""process"", ""source_label"": ""M=M+1"", ""target"": ""4"", ""target_type"": ""process"", ""target_label"": ""F=F*M"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""5"", ""source_type"": ""decision"", ""source_label"": ""M=N?"", ""target"": ""7"", ""target_type"": ""process"", ""target_label"": ""PRINT"", ""type_of_edge"": ""solid"", ""relationship_value"": ""YES"", ""relationship_type"": ""branches""}, {""source"": ""7"", ""source_type"": ""process"", ""source_label"": ""PRINT"", ""target"": ""8"", ""target_type"": ""terminator"", ""target_label"": ""END"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}]}"
34.png,"{""nodes"": [{""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Start""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Determine SEUs energy inputs/outputs""}, {""id"": ""3"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Determine process""}, {""id"": ""4"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Determine measurement period (EnB process)""}, {""id"": ""5"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Normalize""}, {""id"": ""6"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Check""}, {""id"": ""7"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Report""}], ""edges"": [{""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""Start"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Determine SEUs energy inputs/outputs"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""Determine SEUs energy inputs/outputs"", ""target"": ""3"", ""target_type"": ""process"", ""target_label"": ""Determine process"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""process"", ""source_label"": ""Determine process"", ""target"": ""4"", ""target_type"": ""process"", ""target_label"": ""Determine measurement period (EnB process)"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""4"", ""source_type"": ""process"", ""source_label"": ""Determine measurement period (EnB process)"", ""target"": ""5"", ""target_type"": ""process"", ""target_label"": ""Normalize"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""5"", ""source_type"": ""process"", ""source_label"": ""Normalize"", ""target"": ""6"", ""target_type"": ""process"", ""target_label"": ""Check"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""6"", ""source_type"": ""process"", ""source_label"": ""Check"", ""target"": ""7"", ""target_type"": ""process"", ""target_label"": ""Report"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""7"", ""source_type"": ""process"", ""source_label"": ""Report"", ""target"": ""1"", ""target_type"": ""start"", ""target_label"": ""Start"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}]}"
23.png,"{""nodes"": [{""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Begin""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Read Parameters""}, {""id"": ""3"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Perform operations""}, {""id"": ""4"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Update Values""}, {""id"": ""5"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Update the position and velocity for all the particles""}, {""id"": ""6"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""Termination condition satisfied?""}, {""id"": ""7"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Print Output""}, {""id"": ""8"", ""type_of_node"": ""terminator"", ""shape"": ""end_event"", ""label"": ""End""}], ""edges"": [{""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""Begin"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Read Parameters"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""Read Parameters"", ""target"": ""3"", ""target_type"": ""process"", ""target_label"": ""Perform operations"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""process"", ""source_label"": ""Perform operations"", ""target"": ""4"", ""target_type"": ""process"", ""target_label"": ""Update Values"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""4"", ""source_type"": ""process"", ""source_label"": ""Update Values"", ""target"": ""5"", ""target_type"": ""process"", ""target_label"": ""Update the position and velocity for all the particles"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""5"", ""source_type"": ""process"", ""source_label"": ""Update the position and velocity for all the particles"", ""target"": ""6"", ""target_type"": ""decision"", ""target_label"": ""Termination condition satisfied?"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""6"", ""source_type"": ""decision"", ""source_label"": ""Termination condition satisfied?"", ""target"": ""3"", ""target_type"": ""process"", ""target_label"": ""Perform operations"", ""type_of_edge"": ""solid"", ""relationship_value"": ""No"", ""relationship_type"": ""branches""}, {""source"": ""6"", ""source_type"": ""decision"", ""source_label"": ""Termination condition satisfied?"", ""target"": ""7"", ""target_type"": ""process"", ""target_label"": ""Print Output"", ""type_of_edge"": ""solid"", ""relationship_value"": ""Yes"", ""relationship_type"": ""branches""}, {""source"": ""7"", ""source_type"": ""process"", ""source_label"": ""Print Output"", ""target"": ""8"", ""target_type"": ""terminator"", ""target_label"": ""End"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}]}"
57.png,"{""nodes"": [{""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Start""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Edit Video""}, {""id"": ""3"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""Short video""}, {""id"": ""4"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Click to upload""}, {""id"": ""5"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""VIP user?""}, {""id"": ""6"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Sign Up""}, {""id"": ""7"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Login""}, {""id"": ""8"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Browse to upload""}, {""id"": ""9"", ""type_of_node"": ""terminator"", ""shape"": ""end_event"", ""label"": ""Finish""}], ""edges"": [{""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""Start"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Edit Video"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""Edit Video"", ""target"": ""3"", ""target_type"": ""decision"", ""target_label"": ""Short video"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""decision"", ""source_label"": ""Short video"", ""target"": ""4"", ""target_type"": ""process"", ""target_label"": ""Click to upload"", ""type_of_edge"": ""solid"", ""relationship_value"": ""Yes"", ""relationship_type"": ""follows""}, {""source"": ""4"", ""source_type"": ""process"", ""source_label"": ""Click to upload"", ""target"": ""5"", ""target_type"": ""decision"", ""target_label"": ""VIP user?"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""5"", ""source_type"": ""decision"", ""source_label"": ""VIP user?"", ""target"": ""6"", ""target_type"": ""process"", ""target_label"": ""Sign Up"", ""type_of_edge"": ""solid"", ""relationship_value"": ""No"", ""relationship_type"": ""branches""}, {""source"": ""5"", ""source_type"": ""decision"", ""source_label"": ""VIP user?"", ""target"": ""7"", ""target_type"": ""process"", ""target_label"": ""Login"", ""type_of_edge"": ""solid"", ""relationship_value"": ""Yes"", ""relationship_type"": ""branches""}, {""source"": ""7"", ""source_type"": ""process"", ""source_label"": ""Login"", ""target"": ""8"", ""target_type"": ""process"", ""target_label"": ""Browse to upload"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""8"", ""source_type"": ""process"", ""source_label"": ""Browse to upload"", ""target"": ""9"", ""target_type"": ""terminator"", ""target_label"": ""Finish"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}]}"
174.png,"{""nodes"": [{""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Begin""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Input""}, {""id"": ""3"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""Process""}, {""id"": ""4"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Add""}, {""id"": ""5"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Subtract""}, {""id"": ""6"", ""type_of_node"": ""terminator"", ""shape"": ""end_event"", ""label"": ""End""}], ""edges"": [{""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""Begin"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Input"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""Input"", ""target"": ""3"", ""target_type"": ""decision"", ""target_label"": ""Process"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""decision"", ""source_label"": ""Process"", ""target"": ""4"", ""target_type"": ""process"", ""target_label"": ""Add"", ""type_of_edge"": ""solid"", ""relationship_value"": ""yes"", ""relationship_type"": ""branches""}, {""source"": ""3"", ""source_type"": ""decision"", ""source_label"": ""Process"", ""target"": ""5"", ""target_type"": ""process"", ""target_label"": ""Subtract"", ""type_of_edge"": ""solid"", ""relationship_value"": ""No"", ""relationship_type"": ""branches""}, {""source"": ""4"", ""source_type"": ""process"", ""source_label"": ""Add"", ""target"": ""6"", ""target_type"": ""terminator"", ""target_label"": ""End"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""5"", ""source_type"": ""process"", ""source_label"": ""Subtract"", ""target"": ""6"", ""target_type"": ""terminator"", ""target_label"": ""End"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}]}"
921.png,"{""nodes"": [{""id"": ""0"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Start""}, {""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Enter www.acme.com""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Acme Home page""}, {""id"": ""3"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Enter Email ID and Password""}, {""id"": ""4"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""Is Email ID and Password Correct?""}, {""id"": ""5"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Display Account""}, {""id"": ""6"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Login Error""}, {""id"": ""7"", ""type_of_node"": ""terminator"", ""shape"": ""end_event"", ""label"": ""Stop""}], ""edges"": [{""source"": ""0"", ""source_type"": ""start"", ""source_label"": ""Start"", ""target"": ""1"", ""target_type"": ""process"", ""target_label"": ""Enter www.acme.com"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""Enter www.acme.com"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Acme Home page"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""Acme Home page"", ""target"": ""3"", ""target_type"": ""process"", ""target_label"": ""Enter Email ID and Password"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""process"", ""source_label"": ""Enter Email ID and Password"", ""target"": ""4"", ""target_type"": ""decision"", ""target_label"": ""Is Email ID and Password Correct?"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""4"", ""source_type"": ""decision"", ""source_label"": ""Is Email ID and Password Correct?"", ""target"": ""5"", ""target_type"": ""process"", ""target_label"": ""Display Account"", ""type_of_edge"": ""solid"", ""relationship_value"": ""Yes"", ""relationship_type"": ""branches""}, {""source"": ""4"", ""source_type"": ""decision"", ""source_label"": ""Is Email ID and Password Correct?"", ""target"": ""6"", ""target_type"": ""process"", ""target_label"": ""Login Error"", ""type_of_edge"": ""solid"", ""relationship_value"": ""No"", ""relationship_type"": ""branches""}, {""source"": ""5"", ""source_type"": ""process"", ""source_label"": ""Display Account"", ""target"": ""7"", ""target_type"": ""terminator"", ""target_label"": ""Stop"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""6"", ""source_type"": ""process"", ""source_label"": ""Login Error"", ""target"": ""3"", ""target_type"": ""process"", ""target_label"": ""Enter Email ID and Password"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}]}"
46.png,"{""nodes"": [{""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Start""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Step 1""}, {""id"": ""3"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""Decision""}, {""id"": ""4"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Update""}, {""id"": ""5"", ""type_of_node"": ""terminator"", ""shape"": ""end_event"", ""label"": ""End""}], ""edges"": [{""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""Start"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Step 1"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""Step 1"", ""target"": ""3"", ""target_type"": ""decision"", ""target_label"": ""Decision"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""decision"", ""source_label"": ""Decision"", ""target"": ""4"", ""target_type"": ""process"", ""target_label"": ""Update"", ""type_of_edge"": ""solid"", ""relationship_value"": ""No"", ""relationship_type"": ""branches""}, {""source"": ""4"", ""source_type"": ""process"", ""source_label"": ""Update"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Step 1"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""decision"", ""source_label"": ""Decision"", ""target"": ""5"", ""target_type"": ""terminator"", ""target_label"": ""End"", ""type_of_edge"": ""solid"", ""relationship_value"": ""Yes"", ""relationship_type"": ""branches""}]}"
922.png,"{""nodes"": [{""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Start""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Declare variables a, b, c, D, x1, x2, rp, ip""}, {""id"": ""3"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Calculate Discriminant, D< b^2-4ac""}, {""id"": ""4"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""is D>=0?""}, {""id"": ""5"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""r1 \u2190 (-b +\u221aD) / 2a\nr2 \u2190 (-b +\u221aD) / 2a""}, {""id"": ""6"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""ip <- -b/21\nrp <- \u221a-D / 2a""}, {""id"": ""7"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""x1 <- ip + j*ip\nx2 <- ip - j*ip""}, {""id"": ""8"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Display r1 and r2""}, {""id"": ""9"", ""type_of_node"": ""terminator"", ""shape"": ""end_event"", ""label"": ""End""}], ""edges"": [{""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""Start"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Declare variables a, b, c, D, x1, x2, rp, ip"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""Declare variables a, b, c, D, x1, x2, rp, ip"", ""target"": ""3"", ""target_type"": ""process"", ""target_label"": ""Calculate Discriminant, D< b^2-4ac"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""process"", ""source_label"": ""Calculate Discriminant, D< b^2-4ac"", ""target"": ""4"", ""target_type"": ""decision"", ""target_label"": ""is D>=0?"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""4"", ""source_type"": ""decision"", ""source_label"": ""is D>=0?"", ""target"": ""5"", ""target_type"": ""process"", ""target_label"": ""r1 \u2190 (-b +\u221aD) / 2a\nr2 \u2190 (-b +\u221aD) / 2a"", ""type_of_edge"": ""solid"", ""relationship_value"": ""TRUE"", ""relationship_type"": ""branches""}, {""source"": ""4"", ""source_type"": ""decision"", ""source_label"": ""is D>=0?"", ""target"": ""6"", ""target_type"": ""process"", ""target_label"": ""ip <- -b/21\nrp <- \u221a-D / 2a"", ""type_of_edge"": ""solid"", ""relationship_value"": ""FALSE"", ""relationship_type"": ""branches""}, {""source"": ""6"", ""source_type"": ""process"", ""source_label"": ""ip <- -b/21\nrp <- \u221a-D / 2a"", ""target"": ""7"", ""target_type"": ""process"", ""target_label"": ""x1 <- ip + j*ip\nx2 <- ip - j*ip"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""5"", ""source_type"": ""process"", ""source_label"": ""r1 \u2190 (-b +\u221aD) / 2a\nr2 \u2190 (-b +\u221aD) / 2a"", ""target"": ""8"", ""target_type"": ""process"", ""target_label"": ""Display r1 and r2"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""7"", ""source_type"": ""process"", ""source_label"": ""x1 <- ip + j*ip\nx2 <- ip - j*ip"", ""target"": ""8"", ""target_type"": ""process"", ""target_label"": ""Display r1 and r2"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""8"", ""source_type"": ""process"", ""source_label"": ""Display r1 and r2"", ""target"": ""9"", ""target_type"": ""terminator"", ""target_label"": ""End"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}]}"
28.png,"{""nodes"": [{""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Connector""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Check Time""}, {""id"": ""3"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""Before 4 pm?""}, {""id"": ""4"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Home""}, {""id"": ""5"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Office""}, {""id"": ""6"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Check""}, {""id"": ""7"", ""type_of_node"": ""decision"", ""shape"": ""gateway"", ""label"": ""Before 7 pm?""}, {""id"": ""8"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""School""}, {""id"": ""9"", ""type_of_node"": ""terminator"", ""shape"": ""end_event"", ""label"": ""End""}], ""edges"": [{""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""Connector"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Check Time"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""Check Time"", ""target"": ""3"", ""target_type"": ""decision"", ""target_label"": ""Before 4 pm?"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""decision"", ""source_label"": ""Before 4 pm?"", ""target"": ""4"", ""target_type"": ""process"", ""target_label"": ""Home"", ""type_of_edge"": ""solid"", ""relationship_value"": ""Yes"", ""relationship_type"": ""branches""}, {""source"": ""3"", ""source_type"": ""decision"", ""source_label"": ""Before 4 pm?"", ""target"": ""5"", ""target_type"": ""process"", ""target_label"": ""Office"", ""type_of_edge"": ""solid"", ""relationship_value"": ""No"", ""relationship_type"": ""branches""}, {""source"": ""5"", ""source_type"": ""process"", ""source_label"": ""Office"", ""target"": ""6"", ""target_type"": ""process"", ""target_label"": ""Check"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""6"", ""source_type"": ""process"", ""source_label"": ""Check"", ""target"": ""7"", ""target_type"": ""decision"", ""target_label"": ""Before 7 pm?"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""7"", ""source_type"": ""decision"", ""source_label"": ""Before 7 pm?"", ""target"": ""5"", ""target_type"": ""process"", ""target_label"": ""Office"", ""type_of_edge"": ""solid"", ""relationship_value"": ""No"", ""relationship_type"": ""branches""}, {""source"": ""7"", ""source_type"": ""decision"", ""source_label"": ""Before 7 pm?"", ""target"": ""8"", ""target_type"": ""process"", ""target_label"": ""School"", ""type_of_edge"": ""solid"", ""relationship_value"": ""Yes"", ""relationship_type"": ""branches""}, {""source"": ""8"", ""source_type"": ""process"", ""source_label"": ""School"", ""target"": ""9"", ""target_type"": ""terminator"", ""target_label"": ""End"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}]}"
278.png,"{""nodes"": [{""id"": ""1"", ""type_of_node"": ""start"", ""shape"": ""start_event"", ""label"": ""Start""}, {""id"": ""2"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Enter measurements""}, {""id"": ""3"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Input Width""}, {""id"": ""4"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Input value of Long""}, {""id"": ""5"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Input Long""}, {""id"": ""6"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Width * Long""}, {""id"": ""7"", ""type_of_node"": ""process"", ""shape"": ""task"", ""label"": ""Area of a Rectangle""}, {""id"": ""8"", ""type_of_node"": ""terminator"", ""shape"": ""end_event"", ""label"": ""End""}], ""edges"": [{""source"": ""1"", ""source_type"": ""start"", ""source_label"": ""Start"", ""target"": ""2"", ""target_type"": ""process"", ""target_label"": ""Enter measurements"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""2"", ""source_type"": ""process"", ""source_label"": ""Enter measurements"", ""target"": ""3"", ""target_type"": ""process"", ""target_label"": ""Input Width"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""3"", ""source_type"": ""process"", ""source_label"": ""Input Width"", ""target"": ""4"", ""target_type"": ""process"", ""target_label"": ""Input value of Long"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""4"", ""source_type"": ""process"", ""source_label"": ""Input value of Long"", ""target"": ""5"", ""target_type"": ""process"", ""target_label"": ""Input Long"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""5"", ""source_type"": ""process"", ""source_label"": ""Input Long"", ""target"": ""6"", ""target_type"": ""process"", ""target_label"": ""Width * Long"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""6"", ""source_type"": ""process"", ""source_label"": ""Width * Long"", ""target"": ""7"", ""target_type"": ""process"", ""target_label"": ""Area of a Rectangle"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}, {""source"": ""7"", ""source_type"": ""process"", ""source_label"": ""Area of a Rectangle"", ""target"": ""8"", ""target_type"": ""terminator"", ""target_label"": ""End"", ""type_of_edge"": ""solid"", ""relationship_value"": """", ""relationship_type"": ""follows""}]}"
